medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country
Bronze Medal,3,45508,MATSUYAMA Hideki,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1961406,JPN,Japan
Gold Medal,1,45508,Francisca CROVETTO CHADID,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1937878,CHI,Chile
Silver Medal,2,45508,Amber Jo RUTTER,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1977402,GBR,Great Britain
Bronze Medal,3,45508,Austen Jewell SMITH,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,1944397,USA,United States
Gold Medal,1,45508,Bobby FINKE,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1935902,USA,United States
Silver Medal,2,45508,Gregorio PALTRINIERI,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1925630,ITA,Italy
Bronze Medal,3,45508,Daniel WIFFEN,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,1539969,IRL,Ireland
Gold Medal,1,45508,China,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDCHN01,CHN,China
Silver Medal,2,45508,United States,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDUSA01,USA,United States
Bronze Medal,3,45508,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,SWMM4X100MMDFRA01,FRA,France
Gold Medal,1,45508,United States,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDUSA01,USA,United States
Silver Medal,2,45508,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDAUS01,AUS,Australia
Bronze Medal,3,45508,China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,SWMW4X100MMDCHN01,CHN,China
Gold Medal,1,45508,Sarah SJOESTROEM,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1572557,SWE,Sweden
Silver Medal,2,45508,Meg HARRIS,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1946212,AUS,Australia
Bronze Medal,3,45508,ZHANG Yufei,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,1945125,CHN,China
Gold Medal,1,45508,FAN Zhendong,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,1902295,CHN,China
Silver Medal,2,45508,Truls MOREGARD,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,1563390,SWE,Sweden
Bronze Medal,3,45508,Felix LEBRUN,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--,1889177,FRA,France
Gold Medal,1,45508,Novak DJOKOVIC,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,1956398,SRB,Serbia
Silver Medal,2,45508,Carlos ALCARAZ,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,1563682,ESP,Spain
Gold Medal,1,45508,ERRANI/PAOLINI,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,TENWDOUBLES-ITA01,ITA,Italy
Silver Medal,2,45508,ANDREEVA/SHNAIDER,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,TENWDOUBLES-AIN02,AIN,AIN
Bronze Medal,3,45508,BUCSA/SORRIBES TORMO,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000200--,TENWDOUBLES-ESP01,ESP,Spain
Gold Medal,1,45509,Netherlands,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,BK3MTEAM3---NED01,NED,Netherlands
Silver Medal,2,45509,France,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,BK3MTEAM3---FRA01,FRA,France
Bronze Medal,3,45509,Lithuania,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--,BK3MTEAM3---LTU01,LTU,Lithuania
Gold Medal,1,45509,Germany,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,BK3WTEAM3---GER01,GER,Germany
Silver Medal,2,45509,Spain,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,BK3WTEAM3---ESP01,ESP,Spain
Bronze Medal,3,45509,United States,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--,BK3WTEAM3---USA01,USA,United States
Gold Medal,1,45509,OKA Shinnosuke,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,1919480,JPN,Japan
Silver Medal,2,45509,Angel BARAJAS,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,1935685,COL,Colombia
Bronze Medal,3,45509,ZHANG Boheng,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,1918864,CHN,China
Bronze Medal,3,45509,TANG Chia-Hung,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,1878037,TPE,Chinese Taipei
Gold Medal,1,45509,ZOU Jingyuan,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,1918865,CHN,China
Silver Medal,2,45509,Illia KOVTUN,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,1897555,UKR,Ukraine
Bronze Medal,3,45509,OKA Shinnosuke,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,1919480,JPN,Japan
Gold Medal,1,45509,Alice D'AMATO,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,1551061,ITA,Italy
Silver Medal,2,45509,ZHOU Yaqin,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,1918881,CHN,China
Bronze Medal,3,45509,Manila ESPOSITO,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,1560762,ITA,Italy
Gold Medal,1,45509,Rebeca ANDRADE,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,1953634,BRA,Brazil
Silver Medal,2,45509,Simone BILES,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,1959861,USA,United States
Bronze Medal,3,45509,Ana BARBOSU,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,1550170,ROU,Romania
Gold Medal,1,45509,Armand DUPLANTIS,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,1569203,SWE,Sweden
Silver Medal,2,45509,Sam KENDRICKS,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,1960178,USA,United States
Bronze Medal,3,45509,Emmanouil KARALIS,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,1961218,GRE,Greece
Gold Medal,1,45509,Beatrice CHEBET,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,1910560,KEN,Kenya
Silver Medal,2,45509,Faith KIPYEGON,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,1910451,KEN,Kenya
Bronze Medal,3,45509,Sifan HASSAN,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,1972105,NED,Netherlands
Gold Medal,1,45509,Keely HODGKINSON,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,1924429,GBR,Great Britain
Silver Medal,2,45509,Tsige DUGUMA,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,1536498,ETH,Ethiopia
Bronze Medal,3,45509,Mary MORAA,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,1928047,KEN,Kenya
Gold Medal,1,45509,Valarie ALLMAN,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,1960721,USA,United States
Silver Medal,2,45509,FENG Bin,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,1919067,CHN,China
Bronze Medal,3,45509,Sandra ELKASEVIC,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,1922205,CRO,Croatia
Gold Medal,1,45509,Viktor AXELSEN,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,1888993,DEN,Denmark
Silver Medal,2,45509,Kunlavut VITIDSARN,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,1926294,THA,Thailand
Bronze Medal,3,45509,Zii Jia LEE,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000200--,1566617,MAS,Malaysia
Gold Medal,1,45509,AN Se Young,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,1891498,KOR,Korea
Silver Medal,2,45509,HE Bing Jiao,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,1913436,CHN,China
Gold Medal,1,45509,Finn BUTCHER,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,1945386,NZL,New Zealand
Silver Medal,2,45509,Joseph CLARKE,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,1896032,GBR,Great Britain
Bronze Medal,3,45509,Noah HEGGE,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,1913780,GER,Germany
Gold Medal,1,45509,Noemie FOX,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,1940209,AUS,Australia
Silver Medal,2,45509,Angele HUG,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,1880483,FRA,France
Bronze Medal,3,45509,Kimberley WOODS,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,1896045,GBR,Great Britain
Gold Medal,1,45509,Great Britain,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,CTRWSPRTEAM3GBR01,GBR,Great Britain
Silver Medal,2,45509,New Zealand,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,CTRWSPRTEAM3NZL01,NZL,New Zealand
Bronze Medal,3,45509,Germany,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,CTRWSPRTEAM3GER01,GER,Germany
Gold Medal,1,45509,LI Yuehong,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,1913913,CHN,China
Silver Medal,2,45509,CHO Yeongjae,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,1893852,KOR,Korea
Bronze Medal,3,45509,WANG Xinjie,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,1913919,CHN,China
Gold Medal,1,45509,Italy 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,SHOXSKMT----ITA01,ITA,Italy
Silver Medal,2,45509,United States 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,SHOXSKMT----USA01,USA,United States
Bronze Medal,3,45509,China,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--,SHOXSKMT----CHN01,CHN,China
Gold Medal,1,45509,Kauli VAAST,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,1567361,FRA,France
Silver Medal,2,45509,Jack ROBINSON,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,1946129,AUS,Australia
Bronze Medal,3,45509,Gabriel MEDINA,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,1955778,BRA,Brazil
Gold Medal,1,45509,Caroline MARKS,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,1943206,USA,United States
Silver Medal,2,45509,Tatiana WESTON-WEBB,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,1955783,BRA,Brazil
Bronze Medal,3,45509,Johanne DEFAY,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,1567359,FRA,France
Gold Medal,1,45509,Germany,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,TRIXTEAM4---GER01,GER,Germany
Silver Medal,2,45509,United States,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,TRIXTEAM4---USA01,USA,United States
Bronze Medal,3,45509,Great Britain,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,TRIXTEAM4---GBR01,GBR,Great Britain
Gold Medal,1,45510,Cole HOCKER,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,1960933,USA,United States
Silver Medal,2,45510,Josh KERR,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,1924440,GBR,Great Britain
Bronze Medal,3,45510,Yared NUGUSE,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,1965327,USA,United States
Gold Medal,1,45510,Miltiadis TENTOGLOU,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,1961246,GRE,Greece
Silver Medal,2,45510,Wayne PINNOCK,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,1938899,JAM,Jamaica
Bronze Medal,3,45510,Mattia FURLANI,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,1552378,ITA,Italy
Gold Medal,1,45510,Gabrielle THOMAS,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,1965868,USA,United States
Silver Medal,2,45510,Julien ALFRED,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,1537325,LCA,Saint Lucia
Bronze Medal,3,45510,Brittany BROWN,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,1960588,USA,United States
Gold Medal,1,45510,Winfred YAVI,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,1926102,BRN,Bahrain
Silver Medal,2,45510,Peruth CHEMUTAI,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,1971686,UGA,Uganda
Bronze Medal,3,45510,Faith CHEROTICH,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,1910453,KEN,Kenya
Gold Medal,1,45510,Camryn ROGERS,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,1974290,CAN,Canada
Silver Medal,2,45510,Annette Nneka ECHIKUNWOKE,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,1960899,USA,United States
Bronze Medal,3,45510,ZHAO Jie,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,1919077,CHN,China
Bronze Medal,3,45510,Omari JONES,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--,1955645,USA,United States
Bronze Medal,3,45510,Lewis RICHARDSON,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--,1912009,GBR,Great Britain
Bronze Medal,3,45510,Nazym KYZAIBAY,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000100--,1931331,KAZ,Kazakhstan
Bronze Medal,3,45510,Aira VILLEGAS,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000200--,1979870,PHI,Philippines
Gold Medal,1,45510,Kellie HARRINGTON,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--,1555098,IRL,Ireland
Silver Medal,2,45510,YANG Wenlu,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--,1926828,CHN,China
Bronze Medal,3,45510,Janjaem SUWANNAPHENG,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000100--,1898283,THA,Thailand
Bronze Medal,3,45510,CHEN Nien Chin,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000200--,1887975,TPE,Chinese Taipei
Gold Medal,1,45510,Netherlands,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,CTRMSPRTEAM3NED01,NED,Netherlands
Silver Medal,2,45510,Great Britain,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,CTRMSPRTEAM3GBR01,GBR,Great Britain
Bronze Medal,3,45510,Australia,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,CTRMSPRTEAM3AUS01,AUS,Australia
Gold Medal,1,45510,QUAN Hongchan,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,1901545,CHN,China
Silver Medal,2,45510,CHEN Yuxi,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,1901544,CHN,China
Bronze Medal,3,45510,KIM Mi Rae,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,1980115,PRK,DPR Korea
Gold Medal,1,45510,Christian KUKUK,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,1914912,GER,Germany
Silver Medal,2,45510,Steve GUERDAT,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,1976553,SUI,Switzerland
Bronze Medal,3,45510,Maikel van der VLEUTEN,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,1976879,NED,Netherlands
Gold Medal,1,45510,Arisa TREW,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--,1946064,AUS,Australia
Silver Medal,2,45510,HIRAKI Cocona,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--,1902075,JPN,Japan
Bronze Medal,3,45510,Sky BROWN,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--,1544123,GBR,Great Britain
Gold Medal,1,45510,Mijain LOPEZ NUNEZ,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--,1571506,CUB,Cuba
Silver Medal,2,45510,Yasmani ACOSTA FERNANDEZ,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--,1935199,CHI,Chile
Bronze Medal,3,45510,Amin MIRZAZADEH,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000100--,1544882,IRI,IR Iran
Bronze Medal,3,45510,MENG Lingzhe,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000200--,1919983,CHN,China
Gold Medal,1,45510,FUMITA Kenichiro,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--,1939713,JPN,Japan
Silver Medal,2,45510,CAO Liguo,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--,1919973,CHN,China
Bronze Medal,3,45510,Zholaman SHARSHENBEKOV,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000100--,1566631,KGZ,Kyrgyzstan
Bronze Medal,3,45510,RI Se Ung,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000200--,1980153,PRK,DPR Korea
Gold Medal,1,45510,Amit ELOR,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--,1955304,USA,United States
Silver Medal,2,45510,Meerim ZHUMANAZAROVA,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--,1568241,KGZ,Kyrgyzstan
Bronze Medal,3,45510,Buse CAVUSOGLU TOSUN,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000100--,1570415,TUR,T�rkiye
Bronze Medal,3,45510,OZAKI Nonoka,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000200--,1939709,JPN,Japan
Gold Medal,1,45511,China,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--,SWAWTEAM8---CHN01,CHN,China
Silver Medal,2,45511,United States,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--,SWAWTEAM8---USA01,USA,United States
Bronze Medal,3,45511,Spain,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--,SWAWTEAM8---ESP01,ESP,Spain
Gold Medal,1,45511,MARTIN A/PEREZ M,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--,ATHX42KWALKTESP02,ESP,Spain
Silver Medal,2,45511,PINTADO B/MOREJON G,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--,ATHX42KWALKTECU01,ECU,Ecuador
Bronze Medal,3,45511,COWLEY R/MONTAG J,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--,ATHX42KWALKTAUS01,AUS,Australia
Gold Medal,1,45511,Soufiane EL BAKKALI,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--,1555372,MAR,Morocco
Silver Medal,2,45511,Kenneth ROOKS,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--,1965896,USA,United States
Bronze Medal,3,45511,Abraham KIBIWOT,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--,1910445,KEN,Kenya
Gold Medal,1,45511,Quincy HALL,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--,1960177,USA,United States
Silver Medal,2,45511,Matthew HUDSON-SMITH,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--,1924430,GBR,Great Britain
Bronze Medal,3,45511,Muzala SAMUKONGA,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--,1937531,ZAM,Zambia
Gold Medal,1,45511,Roje STONA,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--,1912322,JAM,Jamaica
Silver Medal,2,45511,Mykolas ALEKNA,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--,1922593,LTU,Lithuania
Bronze Medal,3,45511,Matthew DENNY,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--,1939824,AUS,Australia
Gold Medal,1,45511,Nina KENNEDY,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--,1939839,AUS,Australia
Silver Medal,2,45511,Katie MOON,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--,1965268,USA,United States
Bronze Medal,3,45511,Alysha NEWMAN,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--,1974216,CAN,Canada
Bronze Medal,3,45511,Nelvie Raman TIAFACK,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--,1895903,GER,Germany
Bronze Medal,3,45511,Djamili-Dini ABOUDOU MOINDZE,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000200--,1879120,FRA,France
